city,rainfall,temperature,aqi,humidity,heat_index,orders_completed,active_hours,acceptance_rate,idle_time,avg_delivery_time,zone_demand,order_drop_rate,delivery_delay,traffic_level,zone_risk,experience,past_claims,trust_score,income_drop,premium_amount,weather_source
hyderabad,6.74,36.5,113.26,,43.43,72.07,9.9,76.28,41.9,38.01,65.8,8.47,33.0,64.79,36.62,4.95,0.0,86.98,0,50.05,deterministic_fallback
chennai,21.08,35.78,133.31,77.6,58.4,51.5,6.09,80.13,57.74,40.74,72.19,8.8,33.15,78.25,52.38,0.35,,53.88,1,90.01,deterministic_fallback
kolkata,14.73,32.6,,84.01,48.56,84.94,10.79,,53.59,33.67,83.9,3.76,28.28,41.91,30.05,7.63,0.0,94.26,0,33.67,deterministic_fallback
delhi,23.99,34.12,161.17,51.35,39.14,67.15,8.87,88.72,52.64,39.25,76.91,9.52,32.85,59.45,34.36,6.48,0.0,87.13,0,46.48,deterministic_fallback
bangalore,16.57,24.34,,75.07,24.34,80.45,10.69,75.8,38.43,38.85,74.97,9.55,30.94,70.06,45.21,3.33,1.0,81.08,0,55.28,deterministic_fallback
mumbai,25.34,30.01,120.64,87.02,39.79,68.39,9.55,87.77,,30.56,82.79,12.72,24.4,48.77,50.15,4.15,1.0,75.19,1,77.33,deterministic_fallback
bangalore,20.43,26.97,97.89,81.39,29.8,72.28,8.81,82.55,29.73,29.41,79.87,6.71,21.02,32.34,40.68,4.95,0.0,87.09,0,50.83,deterministic_fallback
kolkata,9.6,32.0,107.0,72.25,41.24,73.75,10.87,83.94,47.89,34.74,70.91,11.01,27.53,65.48,34.4,1.41,2.0,59.81,0,71.5,deterministic_fallback
hyderabad,13.0,32.69,117.08,71.06,42.93,71.44,10.74,74.83,34.98,42.39,67.8,6.35,32.26,52.96,40.23,3.31,0.0,84.68,1,58.6,deterministic_fallback
hyderabad,10.19,32.77,,73.87,44.4,62.81,7.6,82.62,42.82,36.13,75.5,12.77,29.28,42.26,27.48,5.23,0.0,72.16,0,52.68,deterministic_fallback
delhi,25.3,39.09,,,50.66,50.23,8.51,76.79,29.13,42.28,67.65,7.45,31.53,56.19,43.9,2.38,0.0,75.05,1,56.93,deterministic_fallback
kolkata,14.89,30.65,117.15,68.84,36.35,78.15,10.1,81.22,30.98,35.41,72.95,8.85,29.38,54.15,51.19,3.8,0.0,70.72,0,57.0,deterministic_fallback
bangalore,16.91,22.71,35.0,58.28,22.71,51.99,7.66,88.44,42.58,36.88,73.25,7.7,24.56,77.02,25.97,1.95,1.0,69.93,0,52.4,deterministic_fallback
mumbai,34.02,33.01,104.18,77.03,46.71,51.54,6.24,77.28,56.13,39.17,54.97,12.02,28.19,59.52,63.73,0.67,1.0,60.26,1,82.02,deterministic_fallback
delhi,15.68,36.22,131.3,66.37,52.67,58.03,7.87,78.11,27.38,41.81,69.69,10.99,33.27,54.25,34.67,8.46,0.0,90.55,0,46.92,deterministic_fallback
mumbai,13.6,32.68,89.95,79.23,46.53,64.64,7.8,86.14,32.79,38.35,85.0,4.21,24.97,61.27,28.87,,1.0,84.25,0,36.6,deterministic_fallback
mumbai,11.92,27.15,91.63,74.02,29.49,57.91,8.97,95.62,60.22,38.67,51.93,6.28,30.1,64.33,36.63,3.12,0.0,77.92,0,52.25,deterministic_fallback
mumbai,7.61,36.25,135.15,73.13,,61.74,6.85,74.46,51.57,42.12,85.43,12.2,30.36,61.33,34.96,2.42,1.0,67.69,0,64.45,deterministic_fallback
bangalore,15.85,30.0,65.02,58.69,32.58,,10.06,78.38,11.14,34.26,72.17,7.26,25.78,42.52,24.65,6.25,0.0,90.02,0,36.46,deterministic_fallback
hyderabad,12.63,31.93,94.39,66.01,38.81,76.97,8.64,74.71,32.88,37.22,87.31,9.3,31.4,52.74,43.15,0.0,0.0,,0,65.08,deterministic_fallback
delhi,2.93,30.79,174.12,48.5,31.99,94.56,11.63,86.83,43.68,27.18,87.38,3.95,23.06,,34.28,4.67,1.0,87.93,0,48.1,deterministic_fallback
bangalore,16.99,30.84,63.72,,42.56,62.37,9.43,86.73,49.46,35.28,68.44,6.11,21.31,49.17,31.87,1.32,1.0,62.06,0,57.36,deterministic_fallback
kolkata,17.01,26.27,135.08,87.39,26.27,83.97,11.17,87.98,47.83,37.98,76.79,5.71,30.81,48.98,28.86,7.92,1.0,100.0,0,43.71,deterministic_fallback
chennai,10.7,40.18,86.8,81.5,60.0,74.17,,77.63,43.29,47.83,95.79,9.27,28.87,50.33,16.55,7.53,0.0,96.39,0,30.0,deterministic_fallback
bangalore,20.11,23.28,45.6,67.67,23.28,86.04,9.49,87.52,33.86,40.69,89.86,8.94,23.61,62.29,17.93,6.11,1.0,,0,47.44,deterministic_fallback
delhi,7.69,42.79,258.57,40.89,56.67,66.01,8.4,78.75,45.16,30.09,76.27,12.6,29.54,60.46,42.05,0.78,1.0,60.14,0,81.09,deterministic_fallback
kolkata,15.32,,119.41,75.24,41.9,60.55,9.67,83.21,53.71,37.29,81.82,4.11,23.8,72.04,59.41,0.05,2.0,49.99,0,79.64,deterministic_fallback
delhi,15.58,41.29,192.35,39.29,41.29,52.41,8.78,76.17,49.01,37.69,61.38,9.51,26.8,55.61,46.14,4.05,0.0,72.95,1,67.16,deterministic_fallback
delhi,11.72,35.19,210.31,57.22,44.28,57.44,8.8,84.05,43.09,35.77,72.79,8.68,30.27,69.68,49.48,3.03,0.0,75.72,1,73.09,deterministic_fallback
kolkata,19.37,30.8,96.52,79.47,40.04,70.22,9.23,75.04,45.46,31.78,69.47,1.13,25.97,50.61,32.76,6.09,0.0,84.46,1,50.99,deterministic_fallback
bangalore,30.09,34.06,35.0,78.03,51.32,58.47,8.39,82.2,41.86,40.77,64.13,9.21,28.03,63.39,33.99,5.48,0.0,97.04,1,61.87,deterministic_fallback
chennai,4.4,35.0,86.78,75.44,53.6,74.12,11.05,73.55,48.98,41.87,76.82,9.49,24.93,62.21,44.7,3.05,0.0,69.95,0,53.62,deterministic_fallback
hyderabad,24.15,36.21,141.51,57.59,47.48,58.84,8.96,79.2,35.6,43.34,64.49,11.6,27.85,62.91,51.94,0.12,1.0,53.93,1,88.93,deterministic_fallback
hyderabad,12.91,29.74,103.85,49.68,30.62,60.95,10.13,88.39,30.59,31.33,71.66,6.27,19.75,42.44,,2.29,0.0,76.59,0,53.34,deterministic_fallback
delhi,8.67,35.82,153.66,52.11,43.62,61.7,8.2,83.52,53.51,36.71,68.84,8.91,27.76,62.77,38.23,3.45,0.0,86.16,0,42.41,deterministic_fallback
delhi,6.9,40.54,190.84,47.8,54.92,56.25,7.27,83.82,49.23,37.17,58.97,8.83,25.45,59.4,47.61,2.59,0.0,79.03,0,61.25,deterministic_fallback
delhi,16.94,32.37,150.12,57.57,37.19,53.07,9.56,85.49,39.66,40.03,86.83,4.98,23.32,64.85,50.72,0.78,0.0,72.99,0,62.1,deterministic_fallback
mumbai,16.51,35.49,97.99,73.6,54.45,71.24,9.64,78.01,23.65,41.84,75.15,5.02,28.4,52.66,31.05,2.84,1.0,70.69,0,57.39,deterministic_fallback
kolkata,18.04,30.57,86.1,87.37,41.97,67.18,9.04,88.73,50.71,42.0,55.59,7.15,,59.74,43.46,0.0,0.0,61.54,0,57.93,deterministic_fallback
delhi,5.9,36.1,195.31,62.6,49.94,74.59,9.04,91.88,33.92,39.6,75.44,7.32,30.25,58.68,24.15,4.4,1.0,92.52,0,50.32,deterministic_fallback
bangalore,8.82,26.02,,70.89,26.02,94.17,9.62,87.81,38.54,26.87,96.02,6.75,25.0,40.65,22.85,8.15,0.0,100.0,0,34.94,deterministic_fallback
chennai,21.01,30.83,126.82,81.96,40.98,74.2,7.75,82.21,37.12,35.88,88.97,7.0,34.82,53.57,28.58,8.31,3.0,93.82,0,61.64,deterministic_fallback
chennai,9.91,31.9,70.54,79.37,43.74,82.11,10.2,83.25,15.85,37.5,75.15,7.52,29.95,37.45,22.22,7.86,1.0,100.0,0,46.26,deterministic_fallback
bangalore,22.1,26.66,62.6,84.95,26.66,,9.79,90.23,31.38,28.86,71.16,4.29,20.35,54.52,28.0,5.45,1.0,89.26,0,46.09,deterministic_fallback
bangalore,13.16,25.55,36.31,72.02,25.55,71.83,10.51,84.09,39.33,34.34,67.7,9.89,16.16,52.74,33.43,5.6,2.0,71.73,0,55.67,deterministic_fallback
kolkata,17.87,40.25,99.66,88.03,60.0,59.35,7.9,59.98,46.87,41.55,62.61,2.26,21.71,46.13,37.69,0.0,2.0,54.12,0,64.05,deterministic_fallback
hyderabad,4.37,35.17,138.84,58.06,44.61,58.38,8.32,88.37,29.64,45.93,65.18,6.35,28.65,60.37,57.23,0.85,2.0,68.78,0,73.37,deterministic_fallback
chennai,4.43,31.98,87.1,68.16,39.68,87.09,10.27,91.09,29.93,31.32,63.71,5.09,16.7,43.94,33.88,5.73,1.0,89.6,0,44.3,deterministic_fallback
kolkata,11.52,27.35,91.61,72.26,29.69,81.91,8.9,93.46,48.37,32.03,74.73,6.12,22.14,41.55,22.12,7.03,0.0,93.91,0,23.79,deterministic_fallback
chennai,26.3,30.04,81.13,86.24,39.68,74.61,9.99,,60.8,44.44,82.13,6.0,31.7,55.03,33.61,7.99,2.0,100.0,0,61.17,deterministic_fallback
mumbai,33.9,38.67,75.58,72.65,60.0,57.5,7.68,73.04,57.91,41.85,70.06,4.54,28.6,59.2,43.97,4.94,2.0,79.72,1,68.1,deterministic_fallback
bangalore,10.75,24.24,35.0,74.83,24.24,72.87,11.65,86.52,33.0,35.33,73.64,7.41,27.1,33.69,40.31,0.54,2.0,62.17,0,67.41,deterministic_fallback
mumbai,15.3,32.35,139.94,82.55,46.82,84.93,8.41,89.01,31.17,39.15,94.57,6.45,25.58,50.0,23.62,7.36,0.0,98.46,0,33.51,deterministic_fallback
hyderabad,14.13,32.36,71.53,66.47,40.16,64.42,7.97,74.42,47.59,36.23,90.82,7.75,24.29,57.22,57.1,1.68,4.0,58.32,0,83.73,deterministic_fallback
kolkata,20.31,30.39,135.69,78.51,38.42,61.37,9.04,81.14,43.77,38.49,69.18,4.1,37.57,54.2,51.22,0.6,2.0,61.46,0,74.1,deterministic_fallback
bangalore,19.22,22.27,78.21,63.21,22.27,81.65,10.83,86.03,48.41,31.28,86.06,11.42,24.66,34.09,20.56,6.15,2.0,91.77,0,52.38,deterministic_fallback
bangalore,20.35,23.39,57.07,72.65,23.39,39.81,6.8,89.14,58.9,44.46,69.62,7.55,31.61,53.34,40.39,1.27,2.0,70.27,0,76.48,deterministic_fallback
mumbai,9.01,27.8,117.25,76.38,31.11,82.17,11.03,,45.51,24.91,68.8,0.0,27.2,46.46,37.82,2.23,0.0,69.09,0,46.11,deterministic_fallback
kolkata,4.04,26.85,107.5,71.47,28.72,67.36,10.17,82.81,37.01,34.16,67.86,7.23,31.44,60.71,30.03,6.23,1.0,89.34,0,46.7,deterministic_fallback
mumbai,23.46,37.14,135.44,95.39,60.0,67.11,6.92,73.07,33.64,36.7,80.36,6.2,24.69,28.35,20.79,8.91,0.0,100.0,0,24.84,deterministic_fallback
mumbai,19.58,31.93,102.69,73.24,41.41,88.99,9.26,89.4,18.5,34.2,90.35,4.87,31.54,39.58,29.65,8.05,1.0,94.29,1,61.53,deterministic_fallback
delhi,,34.53,171.49,41.54,36.8,57.06,8.9,82.66,40.08,37.21,57.12,9.94,24.54,42.43,40.95,0.49,2.0,47.51,0,76.22,deterministic_fallback
mumbai,9.91,31.43,100.51,76.86,41.16,61.13,8.08,72.84,42.21,,69.62,9.49,32.19,54.55,38.25,1.32,1.0,57.91,0,66.59,deterministic_fallback
bangalore,17.85,30.43,,79.45,38.83,60.39,7.64,78.46,31.33,40.07,74.74,7.84,23.94,62.7,34.19,6.72,1.0,83.22,0,43.22,deterministic_fallback
bangalore,5.32,23.33,83.66,51.09,23.33,79.44,10.78,82.42,68.33,35.3,,6.55,25.54,54.98,34.45,1.95,3.0,56.34,1,82.92,deterministic_fallback
delhi,16.71,39.37,,59.7,59.87,45.43,7.14,71.41,48.51,43.05,73.01,8.71,30.62,42.93,41.36,,1.0,53.83,1,74.19,deterministic_fallback
mumbai,11.67,26.8,129.33,71.64,28.64,84.1,9.8,87.57,29.79,33.41,81.22,3.01,28.15,49.47,42.18,4.59,1.0,86.51,0,57.92,deterministic_fallback
mumbai,22.44,35.98,71.7,81.91,60.0,79.31,8.86,68.48,63.44,41.06,94.2,7.8,24.72,40.28,27.02,4.74,1.0,78.09,0,51.47,deterministic_fallback
delhi,13.52,35.5,181.79,44.67,39.78,66.46,10.04,91.13,38.36,35.69,69.22,10.24,19.29,52.89,27.61,8.24,1.0,100.0,1,52.48,deterministic_fallback
mumbai,17.89,29.45,109.13,95.37,40.25,57.6,7.75,,54.35,31.16,65.25,9.9,27.81,44.08,28.49,3.73,1.0,67.43,0,50.17,deterministic_fallback
hyderabad,3.69,27.48,111.99,59.29,,86.26,11.2,89.96,31.37,36.15,83.05,3.53,24.25,30.15,,7.49,0.0,93.97,0,29.22,deterministic_fallback
mumbai,10.37,25.71,127.85,73.16,25.71,89.18,11.75,88.21,34.63,32.36,89.28,7.06,24.65,58.19,39.08,3.51,1.0,75.06,0,54.96,deterministic_fallback
delhi,6.03,29.96,192.54,,30.55,73.34,10.98,96.74,42.03,34.25,62.82,5.48,35.78,64.54,38.96,7.51,2.0,94.6,1,68.05,deterministic_fallback
delhi,10.65,33.3,149.41,50.57,37.07,68.28,9.2,,56.29,30.66,78.91,6.92,23.62,46.44,29.22,4.95,0.0,92.79,0,30.13,deterministic_fallback
bangalore,15.55,27.14,35.0,70.67,29.16,67.51,8.4,81.85,54.31,36.41,74.56,5.07,25.27,52.22,34.8,5.23,2.0,74.71,0,53.13,deterministic_fallback
mumbai,24.02,26.26,133.85,83.43,26.26,79.52,9.18,85.92,38.23,30.69,86.93,4.55,16.04,,32.56,7.99,0.0,100.0,0,29.63,deterministic_fallback
mumbai,8.53,24.57,89.86,78.67,24.57,88.38,,96.95,5.0,34.79,86.85,6.93,19.03,21.98,16.21,7.93,0.0,86.69,0,32.07,deterministic_fallback
kolkata,12.61,27.32,121.25,70.99,29.5,84.98,11.68,83.51,40.85,33.46,74.63,5.31,29.6,34.39,39.87,2.99,1.0,78.03,0,47.5,deterministic_fallback
mumbai,25.41,27.75,145.89,77.31,31.11,61.09,8.91,,33.85,35.64,78.65,5.54,25.02,58.13,50.68,4.67,2.0,66.51,1,82.88,deterministic_fallback
bangalore,22.79,23.8,51.75,74.68,23.8,69.49,9.26,84.66,51.04,29.77,69.3,8.5,28.2,40.86,16.39,5.33,2.0,82.03,0,56.9,deterministic_fallback
bangalore,7.21,,60.61,63.22,25.4,75.22,11.15,85.59,33.88,35.67,80.4,2.45,21.55,63.7,53.78,1.0,3.0,63.09,0,70.94,deterministic_fallback
delhi,19.54,38.73,162.46,55.95,54.73,62.47,7.87,83.16,35.78,42.29,84.34,6.74,25.75,51.49,39.77,1.93,1.0,73.31,0,69.87,deterministic_fallback
bangalore,15.23,29.72,145.96,69.47,34.25,79.79,11.84,83.01,,35.49,,2.94,23.42,56.92,25.41,4.94,1.0,69.45,0,46.04,deterministic_fallback
chennai,19.03,39.86,88.19,73.78,60.0,41.55,7.46,64.44,63.18,43.3,65.83,4.46,33.86,64.74,45.96,0.0,3.0,47.47,1,90.22,deterministic_fallback
chennai,9.78,28.79,106.78,84.34,35.09,87.59,11.59,83.17,19.01,29.91,75.61,9.43,23.92,49.1,39.15,5.12,0.0,90.55,0,49.27,deterministic_fallback
delhi,2.95,,155.87,35.33,30.18,,10.8,84.31,41.72,40.38,83.08,5.04,21.93,39.7,34.45,4.12,0.0,85.75,0,43.6,deterministic_fallback
delhi,8.58,37.16,,44.28,43.41,78.88,10.41,98.64,39.3,32.32,74.6,5.66,28.07,33.34,39.84,5.23,0.0,88.0,1,55.68,deterministic_fallback
delhi,12.36,34.85,182.83,59.85,44.52,64.03,9.13,82.97,49.99,,64.7,10.21,31.44,73.01,,7.14,1.0,75.63,1,70.17,deterministic_fallback
bangalore,10.05,29.43,35.0,83.44,36.82,73.31,9.92,90.42,30.81,28.67,83.19,10.69,25.61,40.9,34.33,2.32,0.0,81.04,0,48.72,deterministic_fallback
hyderabad,26.33,31.92,125.62,78.39,43.42,76.76,9.91,83.17,53.68,35.62,68.15,8.54,29.2,45.93,56.02,7.58,0.0,100.0,0,53.77,deterministic_fallback
delhi,12.13,42.16,202.18,50.37,,62.84,9.13,75.2,37.23,49.63,80.35,10.86,28.39,56.98,46.65,7.27,2.0,88.99,0,70.88,deterministic_fallback
delhi,11.66,38.22,212.44,53.6,51.45,78.47,9.56,84.25,35.68,35.28,57.9,,32.25,36.37,36.19,7.96,2.0,92.6,0,65.81,deterministic_fallback
kolkata,,36.26,119.04,89.12,60.0,51.61,6.27,77.88,45.36,40.21,79.25,7.64,28.95,52.37,34.04,6.96,0.0,97.53,1,47.45,deterministic_fallback
mumbai,17.13,30.16,113.86,89.57,41.18,68.69,9.91,84.43,63.81,39.27,74.02,7.44,29.92,47.53,34.16,3.82,1.0,,1,61.93,deterministic_fallback
bangalore,5.63,26.18,70.53,70.96,,,9.52,86.94,27.85,38.9,55.58,7.6,30.63,59.55,35.26,3.22,0.0,78.58,1,55.2,deterministic_fallback
hyderabad,12.98,31.6,152.96,66.45,38.1,77.88,9.29,82.58,49.95,39.8,80.88,9.25,24.86,60.94,39.06,6.91,3.0,81.07,0,71.75,deterministic_fallback
mumbai,9.84,26.18,,82.47,26.18,85.91,10.92,90.08,42.32,36.02,69.64,3.9,37.27,57.41,24.98,8.31,1.0,99.11,0,39.55,deterministic_fallback
mumbai,22.54,37.58,120.08,83.98,60.0,66.44,9.64,72.12,44.79,37.62,72.16,5.42,28.61,52.82,32.68,1.5,1.0,65.0,0,54.36,deterministic_fallback
mumbai,6.83,32.84,96.4,71.2,43.48,79.57,9.26,96.41,20.91,32.35,70.82,5.25,25.62,46.49,46.32,3.07,0.0,76.14,0,51.95,deterministic_fallback
kolkata,16.72,29.85,123.09,79.7,37.13,75.28,11.91,92.41,24.11,28.07,60.96,4.37,22.38,45.23,45.47,4.78,1.0,67.81,0,48.56,deterministic_fallback
mumbai,12.6,35.48,90.21,74.83,55.2,45.41,7.14,70.07,47.25,37.41,60.16,7.98,33.09,43.71,30.68,0.0,0.0,65.66,1,65.38,deterministic_fallback
mumbai,13.7,29.78,145.16,69.58,34.41,68.89,11.51,79.58,36.64,36.87,63.34,8.21,35.57,73.5,41.25,2.92,0.0,83.64,0,52.62,deterministic_fallback
mumbai,18.15,23.13,127.11,66.24,23.13,80.5,,81.05,56.84,33.6,80.84,7.49,28.12,56.03,52.11,1.08,2.0,66.52,0,86.81,deterministic_fallback
mumbai,17.0,35.95,104.95,75.97,58.0,75.2,,70.16,30.49,42.48,85.65,5.85,22.93,54.61,39.23,5.97,0.0,96.13,0,38.1,deterministic_fallback
hyderabad,12.62,28.18,103.5,56.9,29.36,91.52,11.57,81.97,47.73,34.06,97.43,10.29,26.99,64.18,30.61,4.06,2.0,72.7,0,61.06,deterministic_fallback
delhi,0.0,32.47,191.95,49.84,35.21,74.07,9.71,81.24,,33.14,69.82,7.65,25.81,56.65,45.5,4.84,0.0,85.3,0,56.69,deterministic_fallback
bangalore,27.64,29.41,35.0,74.66,34.66,70.31,11.11,82.64,42.3,33.2,63.52,7.27,24.79,47.18,40.89,0.0,1.0,66.54,0,66.51,deterministic_fallback
hyderabad,18.87,36.48,86.51,61.01,50.29,59.13,8.68,78.0,35.51,40.24,77.8,7.3,25.01,58.9,35.47,5.44,1.0,89.3,0,54.34,deterministic_fallback
chennai,16.91,37.37,62.95,73.3,60.0,61.84,7.56,75.33,45.97,40.77,75.1,8.54,20.75,40.51,19.71,7.1,2.0,97.45,0,43.75,deterministic_fallback
mumbai,24.01,35.03,120.6,72.6,51.99,60.75,7.14,75.57,54.33,33.24,71.0,8.69,33.97,44.25,10.0,6.24,1.0,82.2,0,38.07,deterministic_fallback
chennai,5.28,35.04,79.54,81.44,57.72,78.32,10.32,70.68,33.42,41.06,80.69,4.74,32.33,49.13,20.32,7.27,0.0,90.69,0,46.09,deterministic_fallback
hyderabad,18.94,26.91,87.29,58.7,27.88,67.65,10.94,89.9,51.36,36.05,78.04,11.79,,51.59,47.2,0.91,3.0,52.45,0,88.14,deterministic_fallback
mumbai,8.23,29.45,119.54,75.19,34.87,67.73,9.6,87.36,44.98,35.98,55.47,7.57,23.99,51.91,,4.58,1.0,72.66,0,54.35,deterministic_fallback
chennai,26.27,28.09,86.37,74.61,31.49,69.38,10.38,81.97,39.44,39.75,68.16,5.34,33.0,71.38,42.9,3.98,0.0,71.06,1,65.88,deterministic_fallback
chennai,8.96,37.64,66.67,68.86,60.0,77.13,8.58,69.46,44.63,40.56,66.75,2.34,29.22,43.37,32.93,8.13,0.0,100.0,0,28.07,deterministic_fallback
,4.09,28.81,184.41,45.08,,63.33,9.91,77.39,38.88,34.09,,8.85,25.23,63.26,35.05,5.22,2.0,81.2,0,59.17,deterministic_fallback
kolkata,16.71,29.7,135.44,77.84,36.2,95.0,11.21,80.71,8.05,35.44,83.15,10.53,28.74,42.32,27.9,,1.0,95.51,0,42.29,deterministic_fallback
bangalore,34.13,23.25,90.83,68.43,23.25,51.8,8.88,90.12,50.51,43.88,79.64,10.01,35.4,67.94,28.2,0.18,0.0,65.32,1,66.85,deterministic_fallback
hyderabad,15.4,27.41,77.86,64.48,29.02,75.17,7.58,92.58,19.57,30.07,71.31,8.68,27.85,37.04,21.94,4.45,0.0,72.24,0,37.42,deterministic_fallback
kolkata,16.32,30.42,47.21,85.56,40.79,77.8,9.99,82.4,24.59,32.47,79.03,8.26,21.08,39.66,16.98,6.47,,88.39,0,36.14,deterministic_fallback
delhi,17.72,35.26,169.53,62.79,47.28,48.31,8.85,85.32,53.48,44.81,51.25,8.35,34.85,74.31,53.9,0.0,1.0,56.15,1,89.95,deterministic_fallback
chennai,9.94,35.5,89.76,84.49,60.0,53.37,7.41,75.73,45.91,40.86,67.41,3.27,35.98,64.88,32.06,4.26,3.0,70.54,0,71.4,deterministic_fallback
delhi,,37.01,189.39,66.64,55.86,46.39,7.0,74.76,41.92,40.34,71.31,7.31,32.21,63.97,44.17,2.29,1.0,58.53,1,79.01,deterministic_fallback
chennai,17.01,30.7,109.65,79.83,39.83,51.76,7.66,86.47,51.79,36.33,56.54,10.06,38.18,42.51,40.0,,0.0,,1,74.27,deterministic_fallback
hyderabad,6.72,,89.65,62.88,38.72,67.02,9.54,89.29,33.7,32.52,90.17,,24.64,46.95,25.06,5.45,1.0,80.2,0,45.17,deterministic_fallback
mumbai,14.98,36.81,158.34,75.3,60.0,47.05,7.03,73.57,39.63,47.11,76.68,6.49,23.41,57.66,50.7,2.18,2.0,71.86,1,79.86,deterministic_fallback
bangalore,18.1,31.22,65.36,76.06,40.2,74.89,10.6,81.82,,33.15,64.5,5.47,21.93,43.52,36.79,2.95,1.0,73.61,0,52.69,deterministic_fallback
delhi,7.92,32.29,145.33,44.38,33.58,63.82,10.67,82.75,62.14,32.86,57.67,6.81,23.71,63.47,49.49,1.98,2.0,70.67,0,60.77,deterministic_fallback
mumbai,13.1,27.01,159.54,67.28,28.64,72.28,9.71,79.38,13.2,31.61,69.27,6.37,27.51,35.82,17.63,6.24,0.0,89.85,0,31.46,deterministic_fallback
mumbai,25.99,34.22,,92.29,60.0,65.43,8.5,66.95,62.95,42.24,65.09,8.07,33.91,42.55,43.13,4.48,0.0,82.64,1,65.8,deterministic_fallback
delhi,10.34,35.04,187.54,39.83,35.04,83.28,10.11,97.9,31.64,32.68,62.01,7.93,25.5,34.47,35.12,5.02,1.0,84.77,0,48.46,deterministic_fallback
mumbai,11.3,27.69,176.12,82.41,31.66,71.27,9.97,81.93,39.59,39.2,62.95,5.88,31.2,66.8,32.53,7.09,1.0,89.55,1,52.2,deterministic_fallback
mumbai,12.48,33.98,141.37,71.96,47.72,78.01,9.03,69.03,37.44,35.5,73.78,,36.82,50.87,47.27,5.26,1.0,78.04,1,71.98,deterministic_fallback
chennai,17.66,30.56,96.39,84.43,40.91,79.94,11.11,86.85,,40.69,77.98,6.65,,49.09,41.42,0.5,2.0,46.29,0,62.58,deterministic_fallback
hyderabad,30.51,37.04,91.35,70.54,58.76,54.34,8.4,73.95,38.91,34.91,62.52,9.25,27.51,47.78,48.43,0.82,0.0,61.59,0,66.92,deterministic_fallback
chennai,9.68,33.67,113.14,79.01,50.29,76.2,8.87,81.46,50.68,36.17,85.45,6.79,25.58,57.5,18.94,,1.0,100.0,0,39.32,deterministic_fallback
delhi,12.54,29.15,171.28,59.97,31.28,72.41,11.09,84.62,42.4,32.58,67.98,10.7,19.53,40.57,43.44,2.24,1.0,77.34,0,65.65,deterministic_fallback
kolkata,19.82,30.37,120.59,82.64,39.65,70.61,10.36,90.26,16.54,30.95,80.31,7.73,14.8,36.33,27.58,3.66,3.0,62.03,0,64.32,deterministic_fallback
hyderabad,8.25,30.35,118.51,76.53,37.71,73.06,,92.55,49.47,33.2,66.79,8.11,32.49,48.7,38.51,2.97,0.0,63.54,0,52.07,deterministic_fallback
mumbai,26.55,33.17,146.91,86.09,52.1,66.77,8.27,74.34,54.03,36.58,79.38,8.51,24.84,53.32,38.45,7.14,3.0,89.91,0,58.78,deterministic_fallback
mumbai,9.36,30.22,136.97,71.54,35.99,79.46,9.85,92.36,24.34,35.18,79.85,11.88,26.37,59.32,40.22,6.97,0.0,94.53,0,50.24,deterministic_fallback
hyderabad,12.56,26.02,138.04,59.56,26.02,75.4,8.75,91.32,,34.76,88.37,6.93,28.53,43.22,32.96,4.04,2.0,63.57,0,65.98,deterministic_fallback
mumbai,22.59,27.47,143.27,78.59,30.65,70.69,9.97,79.84,56.99,35.9,81.68,,23.31,66.74,,6.26,1.0,65.22,0,48.51,deterministic_fallback
bangalore,7.66,28.4,79.94,66.61,30.96,77.89,9.43,95.98,17.37,28.66,77.6,6.29,19.64,41.58,29.96,3.23,0.0,70.13,0,38.27,deterministic_fallback
kolkata,10.27,32.48,110.14,68.56,41.29,61.9,9.11,89.42,44.0,32.04,,1.69,24.9,39.66,32.92,4.84,2.0,73.44,0,53.52,deterministic_fallback
mumbai,11.46,30.46,159.36,82.01,39.76,78.48,10.57,78.72,28.94,37.2,74.03,7.1,24.32,35.06,23.96,8.43,1.0,88.94,0,42.19,deterministic_fallback
mumbai,17.71,34.25,81.39,68.33,46.79,66.6,,90.9,47.05,39.37,69.19,9.3,21.22,34.43,13.28,5.95,0.0,94.2,0,35.77,deterministic_fallback
kolkata,9.78,27.61,140.2,61.58,29.04,63.19,10.18,,29.04,30.15,62.91,8.06,27.37,39.93,37.46,0.85,4.0,45.01,0,88.54,deterministic_fallback
hyderabad,7.83,32.17,35.0,55.87,36.25,59.91,10.06,,53.24,37.16,77.24,10.29,25.54,54.79,27.55,4.95,0.0,84.87,0,43.45,deterministic_fallback
mumbai,13.49,40.04,141.78,73.03,60.0,68.0,8.34,79.65,35.01,38.74,79.81,9.03,28.2,39.42,31.47,6.46,1.0,100.0,0,51.9,deterministic_fallback
kolkata,3.93,33.58,118.23,74.42,47.53,,10.28,85.14,31.83,42.52,75.11,7.87,29.69,53.63,46.67,0.62,2.0,58.06,0,73.37,deterministic_fallback
kolkata,9.8,30.45,,56.96,33.07,82.78,10.58,87.36,27.44,33.6,,9.27,30.73,44.18,44.27,3.51,0.0,77.34,0,54.25,deterministic_fallback
bangalore,25.29,27.42,104.77,63.22,,72.3,9.85,78.99,55.43,,75.12,8.7,28.32,42.83,41.18,0.89,2.0,57.83,0,76.87,deterministic_fallback
hyderabad,6.6,21.3,70.4,57.14,21.3,68.64,10.7,86.24,33.43,40.53,66.18,5.65,24.51,,15.03,5.98,0.0,94.21,0,34.36,deterministic_fallback
